"Step","melting_self_runseed=4 - training/episode/length","melting_self_runseed=4 - training/episode/length__MIN","melting_self_runseed=4 - training/episode/length__MAX","melting_self_runseed=3 - training/episode/length","melting_self_runseed=3 - training/episode/length__MIN","melting_self_runseed=3 - training/episode/length__MAX","melting_self_runseed=2 - training/episode/length","melting_self_runseed=2 - training/episode/length__MIN","melting_self_runseed=2 - training/episode/length__MAX","melting_self_runseed=1 - training/episode/length","melting_self_runseed=1 - training/episode/length__MIN","melting_self_runseed=1 - training/episode/length__MAX","melting_self_runseed=0 - training/episode/length","melting_self_runseed=0 - training/episode/length__MIN","melting_self_runseed=0 - training/episode/length__MAX"
"23243264","","","","","","","134","134","134","","","","","",""
"23244480","","","","309","309","309","","","","","","","","",""
"23244672","","","","","","","221","221","221","","","","","",""
"23245248","","","","","","","703","703","703","66","66","66","","",""
"23245376","","","","","","","","","","","","","193","193","193"
"23245504","215","215","215","","","","","","","","","","","",""
"23246208","719","719","719","","","","","","","","","","","",""
"23246272","461","461","461","","","","","","","","","","","",""
"23246464","130","130","130","","","","","","","","","","","",""
"23246656","1488","1488","1488","","","","","","","163","163","163","","",""
"23246848","","","","413","413","413","","","","","","","","",""
"23246976","","","","","","","257","257","257","","","","","",""
"23247168","","","","","","","","","","","","","276","276","276"
"23247232","","","","","","","","","","","","","893","893","893"
"23247360","","","","","","","","","","","","","83","83","83"
"23247616","","","","","","","","","","","","","182","182","182"
"23247680","","","","","","","","","","","","","218","218","218"
"23247872","","","","","","","115","115","115","","","","","",""
"23247936","","","","98","98","98","","","","","","","","",""
"23248000","","","","204","204","204","","","","","","","","",""
"23248128","288","288","288","","","","","","","","","","","",""
"23248960","429","429","429","","","","","","","","","","","",""
"23249088","113","113","113","","","","","","","257","257","257","","",""
"23249152","","","","","","","","","","","","","353","353","353"
"23249408","","","","","","","504","504","504","","","","","",""
"23249600","273","273","273","","","","","","","","","","","",""
"23250304","","","","822","822","822","","","","","","","","",""
"23250688","","","","","","","","","","","","","271","271","271"
"23251008","","","","","","","160","160","160","311","311","311","","",""
"23251648","","","","","","","","","","230","230","230","316","316","316"
"23251712","","","","","","","","","","","","","639","639","639"
"23252160","","","","2172","2172","2172","","","","","","","","",""
"23253248","","","","271","271","271","","","","","","","","",""
"23253568","","","","801","801","801","","","","","","","","",""
"23253696","","","","","","","","","","184","184","184","","",""
"23253760","","","","","","","","","","174","174","174","","",""
"23253888","","","","","","","202","202","202","","","","","",""
"23254272","","","","","","","","","","","","","199","199","199"
"23254528","","","","299","299","299","","","","","","","","",""
"23254848","","","","176","176","176","","","","","","","","",""
"23255104","","","","","","","","","","","","","246","246","246"
"23255232","222","222","222","","","","212","212","212","","","","","",""
"23255424","","","","","","","","","","","","","347","347","347"
"23255680","","","","","","","","","","","","","317","317","317"
"23255872","","","","","","","92","92","92","","","","","",""
"23256576","","","","134","134","134","","","","","","","","",""
"23256640","","","","","","","","","","88","88","88","","",""
"23257216","315","315","315","","","","","","","","","","","",""
"23257280","529","529","529","","","","","","","","","","98","98","98"
"23257344","","","","","","","","","","186","186","186","","",""
"23257536","188","188","188","","","","","","","","","","","",""
"23257728","","","","","","","236","236","236","","","","450","450","450"
"23257792","","","","","","","465","465","465","","","","","",""
"23258304","","","","","","","448","448","448","","","","","",""
"23258560","262","262","262","","","","","","","","","","","",""
"23259136","159","159","159","","","","","","","","","","","",""
"23259200","","","","252","252","252","","","","","","","","",""
"23259392","","","","","","","","","","","","","253","253","253"
"23259584","","","","","","","308","308","308","","","","","",""
"23259712","","","","","","","","","","314","314","314","","",""
"23259776","624","624","624","","","","","","","","","","","",""
"23259968","","","","","","","","","","93","93","93","","",""
"23260608","","","","","","","","","","80","80","80","","",""
"23260864","","","","","","","244","244","244","","","","","",""
"23260928","","","","","","","294","294","294","","","","","",""
"23261824","","","","904","904","904","","","","","","","","",""
"23262400","","","","396","396","396","","","","","","","","",""
"23262528","548","548","548","","","","","","","","","","","",""
"23262784","","","","","","","","","","","","","86","86","86"
"23263040","83","83","83","","","","","","","","","","","",""
"23263232","","","","58","58","58","","","","","","","","",""
"23263616","965","965","965","","","","","","","","","","","",""
"23263744","","","","","","","413","413","413","","","","","",""
"23263936","","","","","","","287","287","287","178","178","178","","",""
"23264000","95","95","95","","","","","","","","","","","",""
"23264576","85","85","85","","","","","","","164","164","164","295","295","295"
"23264640","","","","","","","363","363","363","","","","","",""
"23264896","","","","","","","365","365","365","","","","","",""
"23265280","","","","","","","103","103","103","","","","","",""
"23265408","","","","","","","","","","390","390","390","","",""
"23265472","","","","602","602","602","","","","","","","","",""
"23265728","","","","673","673","673","","","","","","","","",""
"23266688","","","","","","","","","","254","254","254","","",""
"23266752","","","","374","374","374","","","","","","","","",""
"23266816","","","","","","","","","","268","268","268","","",""
"23267072","140","140","140","","","","","","","","","","","",""
"23267264","405","405","405","","","","","","","","","","","",""
"23268096","","","","","","","","","","","","","531","531","531"
"23268160","","","","","","","","","","","","","105","105","105"
"23268352","","","","","","","","","","362","362","362","","",""
"23268608","515","515","515","","","","","","","","","","","",""
"23269696","","","","152","152","152","","","","","","","","",""
"23270080","","","","381","381","381","","","","","","","","",""
"23270272","","","","","","","","","","151","151","151","","",""
"23270848","","","","149","149","149","","","","","","","","",""
"23271040","","","","185","185","185","","","","","","","","",""
"23272000","","","","237","237","237","","","","","","","","",""
"23272064","","","","","","","","","","872","872","872","","",""
"23272896","154","154","154","","","","","","","","","","","",""
"23273024","","","","","","","160","160","160","","","","","",""
"23273728","","","","","","","509","509","509","","","","","",""
"23273856","","","","","","","","","","","","","416","416","416"
"23273920","","","","","","","285","285","285","422","422","422","106","106","106"
"23274112","436","436","436","","","","","","","","","","","",""
"23274304","","","","","","","230","230","230","","","","551","551","551"
"23274560","","","","356","356","356","137","137","137","147","147","147","","",""
"23274624","","","","","","","389","389","389","","","","","",""
"23274752","","","","","","","148","148","148","","","","","",""
"23275072","","","","","","","","","","1271","1271","1271","","",""
"23275200","","","","","","","181","181","181","","","","","",""
"23275264","","","","","","","","","","177","177","177","","",""
"23275392","","","","","","","","","","","","","370","370","370"
"23275520","","","","79","79","79","","","","207","207","207","","",""
"23275648","","","","","","","","","","","","","365","365","365"
"23275712","","","","140","140","140","","","","","","","","",""
"23275968","437","437","437","","","","132","132","132","","","","","",""
"23276800","384","384","384","","","","","","","","","","","",""
"23276864","","","","","","","1223","1223","1223","","","","","",""
"23277312","610","610","610","","","","","","","","","","","",""
"23277376","","","","67","67","67","","","","369","369","369","","",""
"23277952","","","","","","","","","","","","","97","97","97"
"23278016","412","412","412","","","","","","","","","","","",""
"23278144","441","441","441","","","","","","","","","","","",""
"23278400","103","103","103","","","","","","","","","","","",""
"23278528","","","","137","137","137","220","220","220","","","","","",""
