"Step","a3c_runseed=4 - training/episode/reward","a3c_runseed=4 - training/episode/reward__MIN","a3c_runseed=4 - training/episode/reward__MAX","a3c_runseed=3 - training/episode/reward","a3c_runseed=3 - training/episode/reward__MIN","a3c_runseed=3 - training/episode/reward__MAX","a3c_runseed=2 - training/episode/reward","a3c_runseed=2 - training/episode/reward__MIN","a3c_runseed=2 - training/episode/reward__MAX","a3c_runseed=1 - training/episode/reward","a3c_runseed=1 - training/episode/reward__MIN","a3c_runseed=1 - training/episode/reward__MAX","a3c_runseed=0 - training/episode/reward","a3c_runseed=0 - training/episode/reward__MIN","a3c_runseed=0 - training/episode/reward__MAX"
"21280960","","","","4569","4569","4569","","","","","","","","",""
"21281152","4777","4777","4777","","","","","","","3579","3579","3579","","",""
"21281472","","","","","","","","","","4065","4065","4065","","",""
"21281856","3482","3482","3482","","","","","","","","","","4810","4810","4810"
"21281984","4518","4518","4518","","","","","","","","","","","",""
"21282304","","","","","","","4443","4443","4443","","","","","",""
"21282368","4174","4174","4174","","","","","","","","","","","",""
"21282944","","","","4287","4287","4287","","","","","","","","",""
"21283456","","","","","","","","","","4731","4731","4731","","",""
"21283520","","","","4685","4685","4685","","","","","","","","",""
"21283712","","","","4658","4658","4658","","","","","","","","",""
"21284416","","","","","","","","","","2007","2007","2007","","",""
"21284608","","","","","","","","","","","","","4403","4403","4403"
"21284992","","","","4737","4737","4737","","","","","","","","",""
"21285632","","","","","","","4217","4217","4217","","","","4723","4723","4723"
"21286528","","","","4304","4304","4304","","","","","","","","",""
"21287040","","","","","","","","","","4511","4511","4511","","",""
"21287104","","","","","","","","","","3375","3375","3375","","",""
"21287552","","","","4064","4064","4064","","","","","","","","",""
"21287680","","","","4470","4470","4470","","","","","","","","",""
"21287872","","","","4907","4907","4907","","","","","","","","",""
"21288512","","","","","","","","","","","","","2327","2327","2327"
"21289152","","","","","","","4437","4437","4437","","","","","",""
"21289344","","","","4657","4657","4657","","","","","","","","",""
"21289408","","","","4278","4278","4278","","","","","","","","",""
"21289728","","","","4705","4705","4705","","","","","","","","",""
"21290176","","","","","","","","","","3555","3555","3555","","",""
"21290688","","","","","","","","","","4046","4046","4046","","",""
"21290880","4555","4555","4555","","","","","","","","","","","",""
"21291648","","","","","","","","","","","","","3819","3819","3819"
"21291968","4694","4694","4694","3731","3731","3731","","","","","","","","",""
"21293056","","","","","","","4740","4740","4740","","","","","",""
"21293632","","","","","","","","","","","","","4495","4495","4495"
"21294208","4514","4514","4514","","","","","","","","","","","",""
"21294336","4725","4725","4725","","","","","","","","","","","",""
"21294400","","","","4694","4694","4694","","","","","","","","",""
"21294784","","","","","","","","","","3864","3864","3864","","",""
"21294912","4539","4539","4539","","","","","","","","","","","",""
"21295040","","","","","","","","","","4183","4183","4183","","",""
"21295104","","","","","","","4567","4567","4567","","","","","",""
"21295168","","","","","","","4869","4869","4869","","","","","",""
"21295296","","","","","","","4670","4670","4670","","","","","",""
"21296256","","","","4317","4317","4317","","","","","","","4569","4569","4569"
"21297024","","","","","","","","","","4110","4110","4110","","",""
"21297664","4808","4808","4808","","","","","","","","","","","",""
"21297792","","","","","","","","","","","","","4173","4173","4173"
"21297856","","","","","","","4757","4757","4757","","","","","",""
"21298112","","","","","","","4706","4706","4706","","","","","",""
"21298176","","","","","","","4458","4458","4458","","","","","",""
"21298496","","","","4103","4103","4103","","","","","","","","",""
"21299392","","","","4525","4525","4525","","","","","","","","",""
"21299712","4711","4711","4711","4700","4700","4700","","","","","","","","",""
"21300736","","","","","","","4346","4346","4346","","","","","",""
"21301056","","","","","","","","","","","","","1398","1398","1398"
"21301440","","","","","","","","","","4823","4823","4823","","",""
"21302208","","","","","","","4135","4135","4135","","","","","",""
"21302400","4687","4687","4687","","","","","","","","","","","",""
"21302656","","","","4875","4875","4875","","","","","","","","",""
"21303040","","","","4929","4929","4929","","","","","","","","",""
"21303168","4610","4610","4610","","","","","","","","","","","",""
"21303296","","","","","","","4875","4875","4875","","","","","",""
"21303552","","","","4898","4898","4898","","","","","","","","",""
"21304256","","","","","","","4383","4383","4383","","","","","",""
"21304448","4330","4330","4330","","","","","","","3781","3781","3781","","",""
"21304640","","","","","","","","","","","","","2087","2087","2087"
"21304768","","","","","","","4452","4452","4452","","","","4565","4565","4565"
"21304832","","","","3952","3952","3952","","","","","","","","",""
"21305216","3333","3333","3333","","","","","","","","","","","",""
"21305600","","","","","","","4333","4333","4333","","","","","",""
"21306496","","","","","","","","","","","","","3683","3683","3683"
"21307200","","","","4667","4667","4667","","","","","","","","",""
"21307392","","","","","","","4809","4809","4809","","","","","",""
"21307456","","","","","","","4310","4310","4310","","","","","",""
"21307840","","","","","","","","","","4583","4583","4583","","",""
"21308096","","","","2967","2967","2967","","","","","","","","",""
"21309056","4271","4271","4271","","","","","","","2781","2781","2781","2203","2203","2203"
"21309696","","","","","","","4820","4820","4820","","","","","",""
"21310272","","","","","","","4776","4776","4776","","","","","",""
"21310720","","","","","","","","","","4042","4042","4042","","",""
"21311168","","","","","","","","","","","","","4615","4615","4615"
"21311936","","","","","","","","","","4612","4612","4612","","",""
"21312000","","","","","","","4170","4170","4170","","","","","",""
"21312320","","","","","","","4870","4870","4870","","","","","",""
"21312640","","","","","","","4871","4871","4871","","","","","",""
"21313024","","","","","","","","","","4611","4611","4611","","",""
"21313728","","","","","","","","","","154","154","154","","",""
"21314176","4920","4920","4920","","","","","","","","","","","",""
"21314304","","","","","","","","","","","","","3541","3541","3541"
"21314432","","","","","","","4397","4397","4397","","","","","",""
"21315328","","","","","","","4533","4533","4533","","","","","",""
"21315520","","","","","","","4175","4175","4175","","","","","",""
"21315904","4682","4682","4682","","","","","","","","","","","",""
"21315968","4665","4665","4665","","","","","","","","","","4030","4030","4030"
"21316160","","","","","","","4823","4823","4823","","","","","",""
"21316224","","","","4581","4581","4581","","","","","","","","",""
"21316608","","","","4548","4548","4548","","","","","","","2937","2937","2937"
"21316992","","","","3343","3343","3343","","","","","","","","",""
"21317440","","","","","","","","","","","","","4180","4180","4180"
"21317760","4502","4502","4502","","","","","","","","","","","",""
"21318784","","","","","","","","","","","","","4607","4607","4607"
"21319488","","","","","","","","","","3575","3575","3575","","",""
"21320000","4292","4292","4292","","","","","","","","","","","",""
"21320064","","","","","","","3812","3812","3812","","","","","",""
"21320320","","","","","","","2910","2910","2910","","","","","",""
"21320384","4599","4599","4599","4516","4516","4516","","","","","","","","",""
"21320640","","","","4098","4098","4098","","","","","","","","",""
"21321472","","","","4648","4648","4648","4354","4354","4354","","","","","",""
"21321792","4424","4424","4424","","","","","","","","","","","",""
"21322432","","","","","","","4902","4902","4902","","","","","",""
"21322496","","","","","","","","","","","","","3738","3738","3738"
"21323648","4336","4336","4336","","","","","","","","","","","",""
"21323712","","","","","","","4559","4559","4559","","","","","",""
"21324096","","","","4883","4883","4883","","","","","","","","",""
"21324160","","","","","","","4584","4584","4584","","","","","",""
"21324480","4737","4737","4737","","","","4629","4629","4629","","","","","",""
"21325376","3856","3856","3856","","","","","","","","","","","",""
"21325440","","","","3685","3685","3685","","","","","","","","",""
"21326272","","","","","","","4556","4556","4556","","","","","",""
"21326720","","","","4727","4727","4727","","","","","","","","",""
"21326848","4858","4858","4858","","","","","","","","","","","",""
"21328192","","","","","","","","","","3530","3530","3530","","",""
"21328320","","","","","","","","","","3594","3594","3594","","",""
"21328448","4686","4686","4686","","","","","","","","","","","",""
"21328576","","","","","","","4524","4524","4524","","","","","",""
"21328768","","","","","","","4199","4199","4199","","","","","",""
"21328832","","","","4460","4460","4460","","","","","","","","",""
"21329088","4528","4528","4528","","","","","","","","","","","",""
"21329280","","","","","","","4191","4191","4191","","","","","",""
"21329792","","","","4788","4788","4788","","","","","","","","",""
"21329984","","","","","","","","","","","","","3034","3034","3034"
"21330112","","","","","","","4481","4481","4481","","","","","",""
"21330304","3407","3407","3407","","","","","","","","","","","",""
"21330432","","","","","","","","","","","","","2643","2643","2643"
"21330880","","","","","","","","","","3792","3792","3792","","",""
"21331584","","","","","","","4658","4658","4658","","","","","",""
"21331840","","","","","","","4296","4296","4296","","","","","",""
"21331968","","","","","","","3575","3575","3575","","","","","",""
"21332352","","","","3617","3617","3617","","","","","","","","",""
"21332416","","","","","","","","","","3690","3690","3690","","",""
"21333184","4393","4393","4393","","","","","","","","","","","",""
"21333504","","","","","","","","","","","","","2131","2131","2131"
"21333632","","","","","","","4667","4667","4667","","","","","",""
"21334016","","","","","","","4569","4569","4569","","","","","",""
"21334080","","","","","","","4656","4656","4656","","","","","",""
"21334848","","","","","","","","","","","","","4630","4630","4630"
"21334912","","","","","","","","","","3045","3045","3045","","",""
"21336000","","","","","","","","","","4460","4460","4460","","",""
"21336384","4686","4686","4686","","","","","","","","","","","",""
"21336448","4624","4624","4624","","","","","","","","","","","",""
"21336512","","","","","","","","","","","","","2554","2554","2554"
"21336576","","","","","","","","","","3158","3158","3158","","",""
"21336640","","","","","","","4713","4713","4713","","","","","",""
"21336832","4095","4095","4095","","","","","","","","","","","",""
"21337152","","","","","","","","","","4763","4763","4763","","",""
"21337664","","","","","","","","","","4122","4122","4122","","",""
"21337984","","","","","","","","","","","","","3367","3367","3367"
